Country,Human Development Index (HDI),[Demography] Old age dependency ratio (old age (65 and older) per 100 people (ages 15-64)),"[Demography] Population, ages 15–64 (millions)","[Demography] Population, ages 65 and older (millions)","[Demography] Population, total (millions)","[Demography] Population, under age 5 (millions)","[Demography] Population, urban (%)",[Demography] Sex ratio at birth (male to female births),[Demography] Young age (0-14) dependency ratio (per 100 people ages 15-64),[Education] Education Index,[Education] Expected years of schooling (years),"[Education] Expected years of schooling, female (years)","[Education] Expected years of schooling, male (years)",[Education] Government expenditure on education (% of GDP),"[Education] Gross enrolment ratio, pre-primary (% of preschool-age children)","[Education] Gross enrolment ratio, primary (% of primary school-age population)","[Education] Gross enrolment ratio, secondary (% of secondary school-age population)","[Education] Gross enrolment ratio, tertiary (% of tertiary school-age population)",[Education] Mean years of schooling (years),"[Education] Mean years of schooling, female (years)","[Education] Mean years of schooling, male (years)",[Education] Population with at least some secondary education (% ages 25 and older),"[Education] Population with at least some secondary education, female (% ages 25 and older)","[Education] Population with at least some secondary education, male (% ages 25 and older)",[Education] Primary school teachers trained to teach (%),"[Education] Pupil-teacher ratio, primary school (number of pupils per teacher)","[Gender] Adolescent birth rate (births per 1,000 women ages 15-19)","[Gender] Antenatal care coverage, at least one visit (%)","[Gender] Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)","[Gender] Estimated gross national income per capita, female (2011 PPP$)","[Gender] Estimated gross national income per capita, male (2011 PPP$)",[Gender] Female share of employment in senior and middle management (%),[Gender] Gender Development Index (GDI),[Gender] Gender Inequality Index (GII),"[Gender] Human Development Index (HDI), female","[Gender] Human Development Index (HDI), male",[Gender] Mandatory paid maternity leave (days),[Gender] Proportion of births attended by skilled health personnel (%),"[Gender] Share of employment in nonagriculture, female (% of total employment in nonagriculture)",[Gender] Share of seats in parliament (% held by women),[Gender] Total unemployment rate (female to male ratio),"[Gender] Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",[Gender] Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),[Gender] Youth unemployment rate (female to male ratio),"[Health] Infants lacking immunization, DTP (% of one-year-olds)","[Health] Infants lacking immunization, measles (% of one-year-olds)",[Health] Life expectancy Index,[Health] Life expectancy at birth (years),"[Health] Life expectancy at birth, female (years)","[Health] Life expectancy at birth, male (years)",[Human Security] Refugees by country of origin (thousands),[Income_composition of resources] Domestic credit provided by financial sector (% of GDP),[Income_composition of resources] Gross domestic product (GDP) per capita (2011 PPP $),"[Income_composition of resources] Gross domestic product (GDP), total (2011 PPP $ billions)",[Income_composition of resources] Gross fixed capital formation (% of GDP),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index,[Inequality] Coefficient of Human Inequality,[Inequality] Inequality in education (%),[Inequality] Inequality in income (%),[Inequality] Inequality in life expectancy (%),[Inequality] Inequality-adjusted HDI (IHDI),[Inequality] Inequality-adjusted education index,[Inequality] Inequality-adjusted income index,[Inequality] Inequality-adjusted life expectancy index,[Inequality] Overall loss in HDI due to inequality (%),[Mobility and communication] International student mobility (% of total tertiary enrolment),[Socio-economic sustainability] Gross capital formation (% of GDP),[Socio-economic sustainability] Skilled labour force (% of labour force),[Trade and financial flows] Exports and imports (% of GDP),"[Trade and financial flows] Foreign direct investment, net inflows (% of GDP)",[Trade and financial flows] Private capital flows (% of GDP),"[Trade and financial flows] Remittances, inflows (% of GDP)","[Work, employment and vulnerability] Employment in agriculture (% of total employment)","[Work, employment and vulnerability] Employment in services (% of total employment)","[Work, employment and vulnerability] Employment to population ratio (% ages 15 and older)","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older)","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), female","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), male","[Work, employment and vulnerability] Unemployment, total (% of labour force)","[Work, employment and vulnerability] Unemployment, youth (% ages 15–24)","[Work, employment and vulnerability] Vulnerable employment (% of total employment)","[Work, employment and vulnerability] Youth not in school or employment (% ages 15-24)"
LCA,0.747,13.6,0.1,0.0,0.2,0.0,18.6,1.03,26.4,0.6759999999999999,13.6,13.9,13.3,,,,,,8.9,9.4,8.7,45.9,48.2,42.0,,,40.5,,,9388.0,14101.0,,0.993,0.33299999999999996,0.7440000000000001,0.7490000000000001,91.0,,47.0,20.7,1.18,,,1.08,11.0,13.0,0.857,75.7,78.4,73.0,1.0,74.0,12952.0,2.3,,11695.0,0.7190000000000001,16.3,12.6,27.4,9.0,0.622,0.591,0.522,0.78,16.7,,,,,,,1.88,15.3,67.4,54.0,68.3,61.2,75.9,21.0,45.0,29.1,
LIE,0.9159999999999999,,,,0.0,,14.3,,,0.8270000000000001,14.7,13.4,16.1,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,0.929,80.4,,,,,,,,97336.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,0.77,15.3,13.8,2.1,20.9,1.6,18.4,1.04,36.4,0.7490000000000001,13.9,14.1,13.6,,,,,,10.9,10.3,11.4,82.8,82.6,83.1,,,14.1,,,6462.0,16581.0,,0.935,0.354,0.738,0.789,84.0,,32.2,5.8,2.36,,73.4,1.24,1.0,1.0,0.8540000000000001,75.5,78.8,72.1,115.6,,11669.0,250.2,26.4,11326.0,0.7140000000000001,13.6,12.8,21.0,7.1,0.664,0.653,0.564,0.7929999999999999,13.8,,36.5,,51.1,1.6,-3.5,8.25,26.7,47.7,51.4,53.5,35.1,74.1,4.1,20.7,40.1,
LSO,0.52,7.5,1.3,0.1,2.2,0.3,27.7,1.03,58.9,0.502,10.6,11.0,10.2,,,,,,6.3,7.0,5.5,29.0,31.8,24.2,,,89.5,,,2608.0,3940.0,,1.004,0.544,0.519,0.517,84.0,,47.8,22.7,1.21,,46.5,1.12,2.0,10.0,0.532,54.6,56.7,52.2,0.0,15.5,2851.0,6.4,,3255.0,0.526,30.5,21.9,41.1,28.5,0.359,0.392,0.31,0.38,31.0,,,,,1.6,-1.6,15.19,10.4,49.1,48.4,66.5,59.3,74.4,27.3,38.5,59.0,
LTU,0.858,28.7,1.9,0.5,2.9,0.2,67.5,1.05,22.4,0.879,16.1,16.6,15.7,,,,,,13.0,13.0,13.0,93.8,91.8,96.4,,,10.7,,,24366.0,32934.0,,1.026,0.12300000000000001,0.868,0.846,126.0,,52.5,21.3,0.73,,81.0,0.91,3.0,6.0,0.843,74.8,80.0,69.4,0.1,13.4,29524.0,83.5,18.8,28314.0,0.853,11.3,4.5,23.9,5.4,0.757,0.84,0.649,0.797,11.7,,17.5,95.7,160.6,2.3,2.2,2.76,7.8,67.2,56.3,60.6,55.9,66.2,7.1,13.5,10.2,
LUX,0.904,20.7,0.4,0.1,0.6,0.0,90.7,1.05,23.7,0.792,14.0,14.1,13.9,,,,,,12.1,11.7,12.4,100.0,100.0,100.0,,,5.2,,,51154.0,78737.0,,0.9690000000000001,0.066,0.888,0.9159999999999999,112.0,,45.3,28.3,1.09,,98.2,0.96,1.0,1.0,0.953,82.0,84.1,79.8,0.0,193.5,94278.0,56.5,17.0,65016.0,0.978,10.1,9.4,17.7,3.4,0.8109999999999999,0.718,0.805,0.9209999999999999,10.3,,17.3,65.4,424.0,,-23.8,2.78,1.0,87.1,54.6,57.9,52.3,63.5,5.7,17.0,6.1,
LVA,0.847,30.5,1.3,0.4,1.9,0.1,68.1,1.06,23.8,0.866,15.8,16.5,15.1,,,,,,12.8,13.2,12.5,99.3,99.4,99.1,,,13.5,,,20822.0,29924.0,,1.03,0.196,0.858,0.8340000000000001,112.0,,52.2,16.0,0.77,,92.5,0.81,2.0,4.0,0.8420000000000001,74.7,79.4,69.7,0.2,76.3,25064.0,48.6,19.9,25002.0,0.8340000000000001,10.1,3.7,20.7,5.9,0.759,0.8340000000000001,0.6609999999999999,0.792,10.4,,21.5,91.2,122.3,3.8,6.5,4.18,7.5,68.5,55.1,60.6,55.2,67.3,9.1,17.0,8.9,
MAR,0.667,10.3,23.5,2.4,35.7,3.5,61.9,1.06,41.6,0.529,12.4,12.0,12.8,,,,,,5.5,4.5,6.5,31.3,28.0,34.8,,,31.1,,,3197.0,11561.0,,0.838,0.48200000000000004,0.598,0.713,98.0,,17.8,18.4,1.11,,16.8,0.98,1.0,1.0,0.862,76.1,77.2,74.9,3.1,109.4,7485.0,271.6,30.5,7340.0,0.649,,,,14.0,,,,0.742,,,33.2,,83.5,2.4,-1.4,6.27,37.5,43.0,44.4,49.0,25.0,74.1,9.3,18.0,50.7,
MCO,,,,,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,1.0,13.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,0.7,14.8,3.0,0.4,4.1,0.2,42.6,1.06,21.4,0.71,11.6,11.9,11.4,,,,,,11.6,11.5,11.7,96.4,95.5,97.4,,,22.0,,,4849.0,6318.0,,1.005,0.226,0.701,0.698,126.0,,52.2,22.8,0.52,,44.6,0.97,9.0,7.0,0.7959999999999999,71.7,76.0,67.4,2.3,24.3,5190.0,18.4,21.9,5554.0,0.607,10.3,7.3,14.0,9.6,0.627,0.6579999999999999,0.522,0.7190000000000001,10.4,,23.3,60.7,113.2,2.6,-2.5,20.17,33.3,49.6,40.6,42.5,39.5,45.8,4.5,12.8,28.7,
MDG,0.519,5.2,14.3,0.7,25.6,3.8,36.5,1.03,73.0,0.498,10.6,10.5,10.6,,,,,,6.1,6.7,6.1,,,,,,109.6,,,1173.0,1544.0,,0.9620000000000001,,0.511,0.531,98.0,,53.4,19.6,1.12,,16.3,1.0,20.0,42.0,0.713,66.3,67.9,64.7,0.3,19.0,1416.0,36.2,15.2,1358.0,0.39399999999999996,25.6,35.0,20.4,21.3,0.385,0.324,0.313,0.561,25.9,,15.2,,74.5,,,2.28,74.4,16.4,84.9,86.5,83.6,89.4,1.8,3.0,85.4,
MDV,0.7170000000000001,5.7,0.3,0.0,0.4,0.0,39.4,1.07,32.3,0.56,12.6,12.7,12.6,,,,,,6.3,6.2,6.4,47.1,44.9,49.3,,,5.8,,,7064.0,18501.0,,0.919,0.34299999999999997,0.679,0.7390000000000001,60.0,,28.5,5.9,1.3,,,0.99,1.0,1.0,0.887,77.6,78.8,76.7,0.1,68.5,15184.0,6.6,,13567.0,0.742,22.0,40.0,20.5,5.7,0.5489999999999999,0.336,0.59,0.836,23.4,,,,150.4,11.3,-17.3,0.09,7.5,67.7,62.6,65.8,42.9,82.1,5.0,13.8,20.7,
MEX,0.774,10.3,85.9,8.9,129.2,11.5,79.9,1.05,40.1,0.6779999999999999,14.1,14.4,13.8,,,,,,8.6,8.4,8.8,59.3,57.8,61.0,,,60.3,,,11065.0,22873.0,36.4,0.9540000000000001,0.34299999999999997,0.752,0.789,84.0,,40.5,41.4,1.03,,33.3,1.08,1.0,4.0,0.882,77.3,79.7,74.9,11.7,55.2,17336.0,2239.2,22.3,16944.0,0.775,20.8,17.1,32.8,12.3,0.609,0.562,0.521,0.773,21.3,,23.1,40.0,77.6,2.8,-2.9,2.66,13.1,61.1,59.2,61.3,44.1,79.0,3.5,6.9,27.2,18.7
MHL,0.708,,,,0.1,,76.6,,,0.723,13.0,,,,,,,,10.9,10.7,11.1,92.1,91.6,92.5,,,,,,,,,,,,,,,,9.1,,,,,3.0,17.0,0.825,73.6,,,0.0,,3819.0,0.2,,5125.0,0.595,,,,,,,,,,,,,,,,14.76,,,,,,,,,,
MKD,0.757,18.9,1.5,0.3,2.1,0.1,57.7,1.05,23.8,0.691,13.3,13.5,13.2,,,,,,9.6,8.9,9.9,47.8,40.5,56.0,,,16.2,,,9114.0,15897.0,,0.946,0.149,0.731,0.773,270.0,,39.7,37.5,0.93,,72.9,1.01,3.0,17.0,0.8590000000000001,75.9,77.9,73.8,1.7,59.8,13111.0,27.3,23.3,12505.0,0.7290000000000001,12.4,10.5,20.3,6.5,0.6609999999999999,0.618,0.5820000000000001,0.8029999999999999,12.6,,31.6,80.5,124.0,3.8,-2.0,2.77,16.4,53.8,42.4,55.0,42.5,67.6,23.0,46.9,22.8,
MLI,0.4270000000000001,5.1,9.2,0.5,18.5,3.4,41.6,1.05,95.8,0.293,7.7,6.8,8.6,,,,,,2.3,1.7,3.0,13.1,7.3,16.4,,,169.1,,,1345.0,2560.0,,0.8109999999999999,0.6779999999999999,0.38,0.469,98.0,,43.6,8.8,1.19,,25.7,1.07,27.0,39.0,0.5920000000000001,58.5,59.2,57.7,150.3,27.3,2014.0,37.3,19.3,1953.0,0.449,32.8,46.2,15.4,36.8,0.282,0.158,0.38,0.374,34.0,,19.9,,63.1,,,6.8,57.6,33.9,65.9,71.5,60.8,82.5,7.9,18.0,87.9,
MLT,0.878,29.4,0.3,0.1,0.4,0.0,94.5,1.06,21.8,0.818,15.9,16.4,15.4,,,,,,11.3,11.0,11.6,77.6,73.2,82.0,,,16.6,,,24255.0,44446.0,,0.961,0.21600000000000005,0.858,0.893,126.0,,39.0,11.9,1.18,,97.0,0.98,2.0,9.0,0.9390000000000001,81.0,82.6,79.4,,117.3,36513.0,17.0,,34396.0,0.882,8.2,6.9,13.7,4.0,0.805,0.762,0.7609999999999999,0.9009999999999999,8.3,,,60.6,,27.8,-22.3,1.88,1.3,79.3,52.1,54.5,42.3,66.6,4.3,10.0,8.8,
MMR,0.578,8.5,36.0,3.1,53.4,4.5,30.3,1.03,39.8,0.44299999999999995,10.0,10.3,9.8,2.2,,112.0,61.0,16.0,4.9,4.9,4.8,25.8,28.7,22.3,98.0,22.0,28.7,,,3860.0,7355.0,,0.9590000000000001,0.456,0.563,0.586,98.0,,42.0,10.2,1.29,,26.0,1.13,6.0,17.0,0.7190000000000001,66.7,69.1,64.4,1106.6,41.1,5592.0,298.4,,5567.0,0.607,18.9,26.9,5.8,24.0,0.466,0.324,0.5720000000000001,0.547,19.4,,,17.7,,6.8,-6.7,3.7,49.9,33.5,64.6,65.1,51.3,79.9,0.8,1.7,58.2,
MNE,0.8140000000000001,22.0,0.4,0.1,0.6,0.0,66.5,1.06,27.0,0.79,14.9,15.2,14.7,,,,,,11.3,10.7,12.0,89.4,87.0,96.4,,,11.8,,,12967.0,20692.0,,0.956,0.132,0.794,0.831,45.0,,44.6,23.5,0.92,,67.6,0.98,5.0,42.0,0.8809999999999999,77.3,79.6,74.9,0.7,,16409.0,10.2,25.2,16779.0,0.774,8.8,7.4,14.6,4.4,0.741,0.732,0.6609999999999999,0.8420000000000001,8.9,,29.3,,106.2,11.5,-11.9,9.09,7.6,74.3,40.7,48.4,42.2,55.0,16.0,33.1,11.7,
MNG,0.741,6.1,2.0,0.1,3.1,0.4,68.4,1.03,44.7,0.7659999999999999,15.5,15.9,15.0,,,,,,10.1,10.6,9.8,88.8,91.2,86.3,,,23.6,,,8482.0,11759.0,,1.023,0.301,0.75,0.733,120.0,,47.4,17.1,0.75,,95.0,1.04,1.0,1.0,0.7609999999999999,69.5,73.7,65.4,2.2,65.3,11841.0,36.4,23.8,10103.0,0.6970000000000001,13.7,11.9,15.7,13.4,0.639,0.675,0.588,0.659,13.7,,36.2,80.0,116.6,13.0,-16.9,2.38,30.4,50.6,55.2,59.3,52.7,66.2,7.0,18.9,46.9,
MOZ,0.4370000000000001,6.1,15.4,0.9,29.7,5.0,35.5,1.03,86.0,0.385,9.7,9.2,10.2,,,,,,3.5,2.5,4.6,19.3,16.1,27.3,,,135.2,,,1052.0,1135.0,,0.904,0.552,0.414,0.45799999999999996,60.0,,30.5,39.6,1.18,,32.9,0.98,10.0,15.0,0.598,58.9,61.0,56.7,0.1,32.6,1136.0,33.7,21.7,1093.0,0.361,32.6,33.8,28.4,35.6,0.294,0.255,0.259,0.385,32.7,,35.6,,108.9,18.8,-18.7,1.39,73.3,22.4,59.0,78.8,82.5,74.6,25.0,42.7,84.6,
MRT,0.52,5.5,2.5,0.1,4.4,0.7,52.8,1.05,70.1,0.389,8.6,8.5,8.6,,,,,,4.5,3.5,5.5,18.4,12.2,24.5,,,79.2,,,1936.0,5221.0,,0.845,0.617,0.47,0.556,98.0,,20.4,25.2,1.23,,15.5,1.08,11.0,22.0,0.667,63.4,64.9,61.9,36.5,,3598.0,15.9,58.5,3592.0,0.541,32.7,40.8,24.6,32.6,0.348,0.23,0.408,0.45,33.0,,56.8,,109.3,11.7,,1.54,75.9,16.9,44.4,49.4,31.0,67.7,10.2,18.6,45.0,
MUS,0.79,15.5,0.9,0.1,1.3,0.1,40.8,1.04,26.0,0.7290000000000001,15.1,15.5,14.6,5.1,,,,39.0,9.3,9.1,9.5,65.8,64.3,67.3,,,26.6,,,12558.0,27986.0,,0.968,0.373,0.773,0.799,98.0,,37.9,11.6,2.34,,87.1,1.3,4.0,11.0,0.8440000000000001,74.9,78.4,71.4,0.1,124.9,20293.0,25.7,17.3,20189.0,0.802,13.4,13.2,18.2,8.9,0.6829999999999999,0.633,0.6559999999999999,0.769,13.5,-12.8,16.9,,97.1,,-19.9,0.01,7.3,66.7,54.5,58.7,45.1,72.7,7.2,23.3,16.2,
MWI,0.47700000000000004,5.6,9.9,0.6,18.6,3.0,16.7,1.03,82.9,0.451,10.8,10.9,10.8,,,,,,4.5,4.0,5.1,21.1,16.7,25.4,,,140.2,,,897.0,1235.0,,0.9359999999999999,0.619,0.46,0.4920000000000001,56.0,,32.2,16.7,1.37,,29.8,1.08,7.0,17.0,0.672,63.7,66.2,61.0,0.4,,1095.0,20.4,13.4,1064.0,0.35700000000000004,30.4,28.4,32.4,30.3,0.332,0.32299999999999995,0.242,0.46799999999999997,30.4,,13.4,,65.3,4.4,-4.6,0.65,84.7,6.9,72.3,77.0,72.3,81.9,6.0,8.0,59.9,
MYS,0.802,9.1,21.9,2.0,31.6,2.6,75.4,1.06,35.0,0.7190000000000001,13.7,14.1,13.3,,,,,,10.2,10.0,10.3,80.0,78.9,81.3,,,13.4,,,20004.0,31826.0,,0.976,0.287,0.7909999999999999,0.8109999999999999,60.0,,39.8,13.1,1.26,,82.5,1.07,1.0,7.0,0.853,75.5,77.9,73.3,0.5,,26808.0,847.8,25.3,26107.0,0.841,,15.6,,5.9,,0.607,,0.8029999999999999,,,25.5,,135.9,3.0,-0.4,0.52,11.0,61.6,62.3,64.5,50.8,77.4,3.4,10.9,22.2,
NAM,0.647,5.9,1.5,0.1,2.5,0.3,49.0,1.03,61.4,0.5710000000000001,12.3,12.4,12.2,,,,,,6.8,7.2,6.6,40.4,39.9,41.0,,,73.8,,,8895.0,9907.0,,1.014,0.47200000000000003,0.6509999999999999,0.642,84.0,,49.8,36.3,1.14,,80.7,1.19,6.0,20.0,0.69,64.8,67.7,61.8,1.4,78.9,9542.0,24.2,16.0,9387.0,0.6859999999999999,32.9,25.0,53.6,20.2,0.42200000000000004,0.428,0.318,0.551,34.8,,17.6,,84.2,3.1,-1.8,0.31,20.2,60.2,47.3,61.7,58.5,65.2,23.3,45.5,25.3,
NER,0.354,5.4,10.1,0.5,21.5,4.4,16.4,1.05,106.2,0.214,5.4,4.7,6.0,,,,,,2.0,1.5,2.6,6.6,4.3,8.9,,,192.0,,18.9,691.0,1119.0,,0.812,0.649,0.317,0.391,98.0,,50.6,17.0,0.5,21.0,10.9,0.63,7.0,22.0,0.622,60.4,61.5,59.4,1.4,19.1,926.0,19.9,33.7,906.0,0.33299999999999996,28.8,35.0,16.4,34.9,0.25,0.139,0.278,0.405,29.3,,33.7,,49.6,,,2.44,75.6,16.8,78.6,78.9,67.5,90.7,0.3,0.5,88.5,
NGA,0.532,5.2,101.7,5.3,190.9,32.4,49.5,1.06,82.6,0.483,10.0,9.2,10.8,,,,,,6.2,5.0,7.3,,,,,,107.3,65.8,13.4,4433.0,6008.0,,0.868,,0.494,0.569,84.0,43.0,53.2,5.8,0.82,27.6,27.3,1.13,51.0,58.0,0.521,53.9,54.7,53.1,216.0,23.3,5338.0,1019.0,,5231.0,0.598,34.6,38.1,28.2,37.4,0.34700000000000003,0.299,0.429,0.326,34.7,,,,,0.9,-2.9,5.86,36.6,51.8,51.3,55.2,50.4,59.8,7.0,13.4,80.4,
NIC,0.6579999999999999,8.3,4.1,0.3,6.2,0.6,58.3,1.05,44.3,0.5579999999999999,12.1,12.3,11.8,,,,,,6.7,6.9,6.4,47.5,48.3,46.6,,,85.4,,,3434.0,6930.0,,0.966,0.456,0.642,0.665,84.0,,50.1,45.7,1.33,,24.8,1.27,1.0,1.0,0.856,75.7,78.6,72.6,1.5,51.4,5321.0,33.1,28.1,5157.0,0.596,22.6,25.7,29.2,12.9,0.507,0.415,0.42100000000000004,0.746,22.9,,29.0,,96.7,6.5,-5.9,10.1,29.4,53.0,63.7,66.6,50.3,84.0,4.4,8.5,39.4,
NLD,0.9309999999999999,29.0,11.0,3.2,17.0,0.9,91.1,1.05,25.3,0.9059999999999999,18.0,18.3,17.8,,,,,,12.2,11.9,12.5,88.3,86.4,90.4,,,4.0,,,38767.0,57123.0,,0.966,0.044000000000000004,0.9129999999999999,0.9440000000000001,112.0,,46.3,35.6,1.18,,99.8,0.96,2.0,7.0,0.9540000000000001,82.0,83.7,80.3,0.0,191.9,48473.0,830.5,20.3,47900.0,0.932,7.8,5.3,15.0,3.0,0.857,0.858,0.792,0.925,7.9,,20.2,77.4,161.2,38.1,5.7,0.18,2.2,81.3,60.4,63.5,58.0,69.2,4.9,8.8,12.7,
NOR,0.953,25.7,3.5,0.9,5.3,0.3,81.9,1.06,27.2,0.915,17.9,18.6,17.2,,,,,,12.6,12.6,12.5,95.7,96.3,95.1,,,5.6,,,60153.0,75731.0,,0.991,0.048,0.945,0.953,,,48.0,41.4,0.73,,100.0,0.86,1.0,4.0,0.9590000000000001,82.3,84.2,80.5,0.0,,64800.0,342.3,24.1,68012.0,0.985,7.9,6.1,14.9,2.7,0.8759999999999999,0.8590000000000001,0.8390000000000001,0.9329999999999999,8.0,,28.8,82.4,68.5,-1.2,6.5,0.15,2.1,78.5,61.5,64.2,60.8,67.6,4.2,10.0,5.2,
NPL,0.574,9.2,18.5,1.7,29.3,2.7,19.3,1.07,48.8,0.502,12.2,12.6,11.8,,86.0,134.0,71.0,,4.9,3.6,6.4,34.6,27.3,43.1,97.0,21.0,60.5,,52.6,2219.0,2738.0,,0.925,0.48,0.5529999999999999,0.598,52.0,,31.6,29.6,0.72,23.7,41.6,0.74,5.0,10.0,0.779,70.6,72.2,69.0,8.4,87.1,2443.0,71.6,33.8,2471.0,0.484,24.6,40.9,16.3,16.6,0.4270000000000001,0.297,0.405,0.649,25.6,,42.5,,51.8,0.8,,28.31,71.7,20.2,81.9,84.2,82.7,85.9,2.7,4.3,78.9,
NRU,,,,,0.0,,100.0,,,,10.3,10.8,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,1.0,5.0,,,,,,,12896.0,0.2,,18573.0,0.789,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,0.917,23.6,3.1,0.7,4.7,0.3,86.5,1.06,30.4,0.917,18.9,19.7,18.0,,,,,,12.5,12.7,12.5,98.9,99.0,98.8,,,20.0,,,25872.0,42339.0,,0.966,0.136,0.9,0.932,112.0,,48.3,38.3,1.18,,99.3,1.02,5.0,7.0,0.9540000000000001,82.0,83.7,80.4,0.0,,36086.0,173.0,,33970.0,0.88,7.5,1.7,16.4,4.3,0.846,0.9009999999999999,0.736,0.9129999999999999,7.7,,,,,1.6,0.0,0.23,6.6,73.1,65.8,69.2,63.9,74.9,4.9,12.8,12.2,11.8
OMN,0.821,3.1,3.5,0.1,4.6,0.4,83.6,1.05,28.8,0.706,13.9,14.7,13.4,,,,,,9.5,10.4,9.2,66.4,73.4,63.7,,,7.1,,,11246.0,49282.0,,0.9420000000000001,0.264,0.7809999999999999,0.8290000000000001,50.0,,11.2,8.8,2.3,,63.5,1.22,1.0,1.0,0.8809999999999999,77.3,79.7,75.6,0.0,,37961.0,176.0,,36290.0,0.89,,,,7.1,,,,0.818,,,,,,,,0.06,6.5,55.3,59.0,70.2,30.2,87.3,16.0,48.2,9.1,
PAK,0.562,7.4,119.6,8.9,197.0,25.1,36.4,1.09,57.3,0.41100000000000003,8.6,7.8,9.3,2.8,,,,,5.2,3.8,6.5,37.3,27.0,47.3,,,36.9,,,1642.0,8786.0,,0.75,0.541,0.465,0.62,84.0,,10.2,20.0,2.19,,7.0,1.15,17.0,24.0,0.7170000000000001,66.6,67.7,65.6,128.9,53.9,5035.0,991.9,14.5,5311.0,0.6,29.6,46.2,11.6,31.0,0.387,0.221,0.531,0.495,31.0,,16.1,,25.8,0.9,-1.3,6.46,42.0,34.3,52.2,54.4,24.9,82.7,4.0,7.7,59.7,
PAN,0.789,12.2,2.7,0.3,4.1,0.4,67.4,1.05,42.3,0.6920000000000001,12.7,13.3,12.1,,,,,,10.2,10.4,9.9,71.2,72.7,68.4,,,81.8,,,13229.0,25102.0,,0.9890000000000001,0.461,0.782,0.7909999999999999,98.0,,42.0,18.3,1.47,,42.3,1.22,4.0,2.0,0.895,78.2,81.3,75.3,0.0,83.3,22267.0,91.3,,19178.0,0.794,20.2,12.5,36.5,11.5,0.623,0.605,0.504,0.792,21.1,,,,,9.8,-10.1,0.86,15.1,66.7,63.2,66.9,52.8,81.2,5.6,14.2,32.2,
PER,0.75,10.9,21.1,2.3,32.2,3.0,77.7,1.05,41.8,0.6890000000000001,13.8,13.9,13.6,,,,,,9.2,8.7,9.7,62.2,57.1,67.5,,,47.5,,,8446.0,15140.0,,0.95,0.368,0.728,0.7659999999999999,98.0,,46.7,27.7,1.03,,34.4,1.01,10.0,17.0,0.85,75.2,77.9,72.6,2.6,,12237.0,393.6,20.6,11789.0,0.721,18.9,15.3,28.3,13.2,0.606,0.583,0.517,0.737,19.2,,20.9,83.6,46.9,3.2,-6.3,1.44,28.4,55.7,73.8,76.7,69.0,84.5,3.7,9.0,50.3,
PHL,0.6990000000000001,7.6,66.6,5.0,104.9,11.6,46.7,1.06,50.0,0.6609999999999999,12.6,12.9,12.3,,,,,35.0,9.3,9.5,9.2,73.2,76.6,72.4,,,60.5,,,7582.0,10705.0,,1.0,0.4270000000000001,0.6990000000000001,0.698,60.0,,44.9,29.1,1.11,,38.9,1.13,11.0,11.0,0.758,69.2,72.8,65.9,0.4,66.3,7599.0,797.3,25.2,9154.0,0.682,17.6,11.6,26.8,14.4,0.574,0.584,0.5,0.648,17.9,,25.0,,70.7,3.2,-1.3,10.46,26.0,56.3,60.6,62.3,49.6,75.1,2.8,7.9,35.4,
PLW,0.7979999999999999,,,,0.0,,79.4,,,0.8440000000000001,15.6,17.8,16.5,,,,,,12.3,,,97.1,96.9,97.3,,,,,,,,,,,,,,,,13.8,,,,,1.0,4.0,0.8220000000000001,73.4,,,0.0,,13240.0,0.3,,12831.0,0.733,,1.9,,,,0.828,,,,,,,126.7,,,0.83,,,,,,,,,,
PNG,0.544,6.3,5.0,0.3,8.3,1.0,13.1,1.08,59.6,0.43,10.0,,,,,,,,4.6,3.8,5.3,12.2,9.5,15.0,,,52.7,,,3002.0,3789.0,,,0.741,,,0.0,,52.7,0.1,0.47,,,0.83,31.0,38.0,0.703,65.7,68.3,63.3,0.4,44.3,3823.0,31.5,,3403.0,0.5329999999999999,,11.5,,25.3,,0.381,,0.525,,,,,,,,0.01,20.6,71.8,68.1,69.9,69.0,70.8,2.7,5.0,74.7,
