Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Gender] Share of seats in parliament (% held by women),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
URY,0.7002652519893899,0.6372093023255815,0.5377358490566038,0.5289855072463768,0.11846689895470384,0.8227848101265823,0.8230088495575221,0.10617923542928766,0.6997742663656886
USA,0.9045092838196286,0.9116279069767442,0.6462264150943396,0.8985507246376812,0.19337979094076654,0.8630609896432682,0.8637168141592922,0.34944641738040527,0.901805869074492
UZB,,,0.4056603773584906,,0.10278745644599303,0.6904487917146146,0.6902654867256637,0.01720493001880092,0.40406320541760726
VCT,,,0.4905660377358491,,0.1637630662020906,0.761795166858458,0.7610619469026548,0.05282640484645916,0.5835214446952596
VEN,0.6167108753315651,0.472093023255814,0.4009433962264151,0.3985507246376812,0.10801393728222997,0.7767548906789413,0.7769911504424779,0.12632546480050136,0.7291196388261851
VNM,0.45092838196286483,0.38837209302325576,0.3254716981132076,0.33333333333333337,0.4547038327526132,0.7951668584579976,0.7946902654867257,0.01667014831836223,0.3984198645598194
VUT,,,,,,0.6835443037974683,0.6831858407079647,0.018642155838729895,0.41647855530474037
WSM,0.5716180371352786,0.6151162790697675,0.4575471698113208,0.5942028985507246,0.06968641114982578,0.7192174913693901,0.7185840707964603,0.030582828493837477,0.4943566591422123
YEM,0.3023872679045094,0.186046511627907,0.25943396226415094,0.04347826086956523,,0.5684695051783659,0.568141592920354,0.025769793189889284,0.46726862302483074
ZAF,0.590185676392573,0.6534883720930234,0.5141509433962265,0.5869565217391305,0.4111498257839721,0.5661680092059839,0.5663716814159293,0.07467725088782118,0.6410835214446953
ZMB,0.2917771883289125,0.4313953488372093,0.33018867924528306,0.4130434782608696,0.16724738675958187,0.27848101265822783,0.2778761061946902,0.01486526007938166,0.381489841986456
ZWE,0.3448275862068966,0.4511627906976744,0.3632075471698114,0.40579710144927544,0.25435540069686413,0.36018411967779057,0.36106194690265486,0.018408188844787968,0.41422121896162534
